"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","symbol","ENTREZID"
0.206864354144597,-0.163999472200036,0.373,0.387,1,"stable","Tmem160","69094"
0.206978882543276,-0.26955733089502,0.108,0.124,1,"stable","Ttll4","67534"
0.207001356709925,0.418670802257861,0.127,0.112,1,"stable","Arhgap27os2","653029"
0.207622980208303,-0.346514574743584,0.022,0.03,1,"stable","5830408C22Rik","74744"
0.207836319069765,0.260667835401098,0.023,0.016,1,"stable","Gm9917","100038755"
0.20789142924411,-0.122388918455269,0.227,0.206,1,"stable","Tent4b","214627"
0.208016369802743,0.400047233925982,0.056,0.045,1,"stable","Fam216a","68948"
0.208405328021776,0.126930981567596,0.078,0.065,1,"stable","Rad9a","19367"
0.208479707999589,-0.593070586789935,0.181,0.197,1,"stable","Cnksr1","194231"
0.208553104661028,0.307705431897014,0.057,0.046,1,"stable","Usp30","100756"
0.208755903158622,0.295702883942615,0.126,0.112,1,"stable","Jmjd8","72106"
0.209161237720943,0.588022084650432,0.027,0.036,1,"stable","Ntn4","57764"
0.209256184849255,0.234233054000161,0.041,0.032,1,"stable","Galntl6","270049"
0.209434990906153,0.129725453182765,0.144,0.128,1,"stable","Chm","12662"
0.209451104273886,-0.513042605383612,0.091,0.105,1,"stable","Fcsk","234730"
0.209561546971006,0.300596298838855,0.095,0.082,1,"stable","Prr11","270906"
0.209695992212586,-0.575648052918769,0.038,0.048,1,"stable","D330023K18Rik","320973"
0.209795770961597,-0.242373489925073,0.19,0.167,1,"stable","Xrcc1","22594"
0.209921014051584,0.348683927750562,0.112,0.099,1,"stable","Praf2","54637"
0.210419252115397,0.25130419910656,0.151,0.136,1,"stable","F8a","14070"
0.210469490390729,-0.235727410244549,0.179,0.158,1,"stable","Xpot","73192"
0.210505505041558,-0.232895324784519,0.14,0.123,1,"stable","Inafm2","100043272"
0.210522491786742,-0.153372791455593,0.082,0.068,1,"stable","Il15ra","16169"
0.211063354454094,1.41985820100225,0.034,0.026,1,"stable","Abi2","329165"
0.211146367603111,0.326898549543793,0.14,0.125,1,"stable","Gsta1","14857"
0.2111719792924,0.971563549237461,0.036,0.027,1,"stable","4930509H03Rik","75107"
0.211187957756911,-0.213623994341405,0.107,0.123,1,"stable","Exo5","73172"
0.211408386203852,-0.36358470439458,0.181,0.161,1,"stable","Dhx8","217207"
0.211445671099065,0.225827935895327,0.066,0.054,1,"stable","Cenpo","52504"
0.211521881078459,-0.289625468716415,0.408,0.426,1,"stable","Cdk11b","12537"
0.2119857181072,0.995013225081959,0.021,0.014,1,"stable","Foxred2","239554"
0.212037173564446,-0.825983004290259,0.067,0.08,1,"stable","Slc5a9","230612"
0.212483707218916,-0.141360753239945,0.259,0.24,1,"stable","Tsnax","53424"
0.212497319447879,-0.300793107509051,0.147,0.164,1,"stable","Fgfr2","14183"
0.212696212710568,0.508234706951383,0.069,0.058,1,"stable","4930522L14Rik","100041734"
0.21308087177097,-0.29808028302877,0.054,0.065,1,"stable","Tmem144","70652"
0.213219303631653,0.117656010365141,0.114,0.099,1,"stable","Ephx1","13849"
0.213233452943667,-0.154392051563535,0.235,0.213,1,"stable","Ripk4","72388"
0.213373554848609,-0.452933067338501,0.152,0.169,1,"stable","Ahsa2","268390"
0.213375441539287,-1.06686240125182,0.011,0.016,1,"stable","Hyal3","109685"
0.213425588078129,0.518925213334696,0.091,0.079,1,"stable","Psat1","107272"
0.213574924134093,0.270086731185843,0.03,0.022,1,"stable","Idua","15932"
0.213750674859207,-0.779622330757774,0.011,0.016,1,"stable","9430065F17Rik","77857"
0.213887180844002,-0.754512988081824,0.133,0.148,1,"stable","Selenoo","223776"
0.213989300341395,0.183496901242901,0.09,0.077,1,"stable","Zfp146","26465"
0.214331680848362,-0.544601780216287,0.088,0.101,1,"stable","Slc36a1","215335"
0.214404898788045,0.180969062955149,0.278,0.258,1,"stable","Gpn3","68080"
0.214575311512805,0.465104392075325,0.09,0.077,1,"stable","Pbx3","18516"
0.214591576998323,-0.103397984171562,0.34,0.312,1,"stable","Rraga","68441"
0.214671194293786,0.123274113608005,0.198,0.179,1,"stable","Mettl6","67011"
0.214791706335635,0.803822112127206,0.066,0.055,1,"stable","Fa2h","338521"
0.21481607081362,-0.101369878227759,0.073,0.061,1,"stable","Alg2","56737"
0.214894647194942,0.199449595073769,0.165,0.15,1,"stable","Hmgxb4","70823"
0.215256302256799,-0.568964419385283,0.02,0.027,1,"stable","Txnl4b","234723"
0.215256368762509,-1.71413459805413,0.011,0.016,1,"stable","Eva1b","230752"
0.215291987037,0.614078437893901,0.021,0.014,1,"stable","Fmo4","226564"
0.215491476636806,0.847358522336096,0.088,0.077,1,"stable","Tpd52l1","21987"
0.215598416130228,-0.486192679578261,0.094,0.109,1,"stable","Gtf3c3","98488"
0.215720419439743,1.84434354706338,0.026,0.019,1,"stable","Ppnr","26930"
0.215841800219736,0.599433506201914,0.04,0.031,1,"stable","Rps6ka6","67071"
0.215858438768138,-0.428991849789708,0.03,0.039,1,"stable","Synpo","104027"
0.216673283542157,-0.357450709026061,0.02,0.027,1,"stable","Abcg1","11307"
0.21668770124201,-0.319088811386627,0.105,0.091,1,"stable","Cops7b","26895"
0.216869025935765,0.295693511096122,0.201,0.184,1,"stable","Tank","21353"
0.216873488514499,0.300226369738879,0.098,0.085,1,"stable","Tango2","27883"
0.216891622747185,-0.351476110683297,0.046,0.056,1,"stable","Mapk1ip1","69546"
0.21697127973109,0.119158883560178,0.02,0.013,1,"stable","Bmp7","12162"
0.217086731891838,-0.167835859124554,0.058,0.07,1,"stable","Bace2","56175"
0.217553574819088,-0.298983704428526,0.156,0.137,1,"stable","Stk3","56274"
0.217580791089296,-0.34466366484437,0.083,0.097,1,"stable","Prkd2","101540"
0.217726344741314,0.530920308092853,0.076,0.064,1,"stable","Slc25a26","67582"
0.217736155514145,-0.129609985092517,0.173,0.155,1,"stable","Hunk","26559"
0.217919274393874,-0.172014554211075,0.035,0.045,1,"stable","Naaladl1","381204"
0.217961149756085,-0.169170413493392,0.269,0.288,1,"stable","Maml3","433586"
0.21820629185609,-0.327837848187423,0.19,0.207,1,"stable","Patj","12695"
0.218744061505875,0.146449763228711,0.052,0.064,1,"stable","Gimap1","16205"
0.218827864980948,-0.246259835905345,0.237,0.253,1,"stable","Arhgap11a","228482"
0.218856742072655,2.04943760589298,0.01,0.006,1,"stable","Ypel1","106369"
0.218967774765963,0.131715866274928,0.258,0.24,1,"stable","Maip1","68115"
0.219430118987621,-0.455079058217895,0.156,0.173,1,"stable","Tollip","54473"
0.219945240874138,-0.24100397483828,0.024,0.032,1,"stable","Zfp316","54201"
0.219973899668809,-0.428632869260865,0.144,0.126,1,"stable","Cenpl","70454"
0.220188649061834,0.637842810600348,0.02,0.013,1,"stable","Nol3","78688"
0.220230242310813,0.151542779018157,0.053,0.043,1,"stable","Zfp51","22709"
0.220311370395665,0.832545875775045,0.042,0.033,1,"stable","Rasgrf2","19418"
0.220624654098319,1.27805523787156,0.01,0.006,1,"stable","Rbakdn","100042605"
0.220680694201899,0.345423698562632,0.073,0.062,1,"stable","Zfp623","78834"
0.220681420324772,0.960314342654015,0.016,0.01,1,"stable","Spag1","26942"
0.22074287798565,0.728167016542147,0.01,0.006,1,"stable","Fam161a","73873"
0.220808129108581,-0.437608919433059,0.056,0.067,1,"stable","Zfp60","22718"
0.221059489314931,-0.325784393742022,0.237,0.253,1,"stable","Appl2","216190"
0.2210644816908,0.213910557358605,0.11,0.096,1,"stable","Sema4d","20354"
0.221142656465722,0.435998430689211,0.028,0.021,1,"stable","1700001O22Rik","73598"
0.221217013369651,-0.180987644043978,0.044,0.054,1,"stable","Zbtb37","240869"
0.221553183967137,0.473194612022256,0.117,0.104,1,"stable","Mmaa","109136"
0.221618027530358,0.408768520687835,0.095,0.082,1,"stable","Smox","228608"
0.22171759477748,-0.553313660192667,0.059,0.07,1,"stable","Dusp28","67446"
0.22174385898267,0.422616470326849,0.035,0.027,1,"stable","Trf","22041"
0.221789548775359,-0.971366495586045,0.072,0.084,1,"stable","Lrrc66","231296"
0.222175373043816,-0.207536575370233,0.161,0.179,1,"stable","Ip6k1","27399"
0.222459618260381,-0.399847953495503,0.017,0.011,1,"stable","Gm1976","100038746"
0.222537751301665,-0.376454955776534,0.079,0.093,1,"stable","Lsm14b","241846"
0.222548982487046,0.140087703658297,0.017,0.011,1,"stable","Spin2c","278240"
0.222640641071472,-0.450344696377344,0.01,0.006,1,"stable","Mroh2a","100040766"
0.222759637863513,0.894956522738365,0.01,0.006,1,"stable","Flacc1","108812"
0.222847687227102,0.152570125410231,0.075,0.064,1,"stable","Gpd1","14555"
0.222948073899262,0.200695722020097,0.171,0.155,1,"stable","Grwd1","101612"
0.223036270560071,0.194178435555084,0.101,0.087,1,"stable","Fndc5","384061"
0.223093219456789,-0.531083055134748,0.065,0.077,1,"stable","Zfp281","226442"
0.223106154639829,0.727393479854197,0.027,0.02,1,"stable","Rnf24","51902"
0.223119679835697,0.130552474940104,0.088,0.103,1,"stable","2810454H06Rik","72813"
0.223170312524396,1.26198424400574,0.012,0.008,1,"stable","Pclo","26875"
0.223372595681716,1.09029514181192,0.011,0.007,1,"stable","Iyd","70337"
0.223418783813477,-0.746572086981247,0.015,0.022,1,"stable","Gimap5","317757"
0.22343386256248,-0.164237139427011,0.149,0.166,1,"stable","Slc40a1","53945"
0.223597125321947,-0.555752848524945,0.008,0.012,1,"stable","Fignl2","668225"
0.223607763988599,-0.662536268512481,0.02,0.013,1,"stable","Reg1","19692"
0.223638826307801,0.384630397298874,0.166,0.151,1,"stable","Rrp9","27966"
0.223771824068362,-0.101132743524142,0.249,0.227,1,"stable","Zwint","52696"
0.223799317455651,0.192200458092105,0.13,0.115,1,"stable","Flywch1","224613"
0.223883919009526,0.126931503820945,0.262,0.245,1,"stable","Ifi35","70110"
0.223896143777505,0.359944624792468,0.085,0.072,1,"stable","Rpusd3","101122"
0.22421524266841,0.183374887744382,0.298,0.277,1,"stable","Rnf6","74132"
0.224300156729117,0.317657891620681,0.202,0.187,1,"stable","Glod5","69824"
0.224308513748815,0.262946991369808,0.038,0.029,1,"stable","Gad2","14417"
0.224713575859342,-0.401788738761485,0.094,0.108,1,"stable","Afap1l1","106877"
0.224776264499002,-0.101980893252792,0.366,0.337,1,"stable","Usp10","22224"
0.224881478969357,0.43822663155253,0.017,0.011,1,"stable","Gm46218","108167802"
0.225125241047228,1.03278563208064,0.014,0.009,1,"stable","Dusp9","75590"
0.225327352269897,0.728114300044786,0.015,0.009,1,"stable","Tspyl5","239364"
0.225399175154107,0.884340499004567,0.011,0.007,1,"stable","4930578M01Rik","75951"
0.225532849025808,1.34279469231728,0.014,0.009,1,"stable","Gm36445","115488122"
0.2256267309269,-1.07475013988838,0.02,0.013,1,"stable","Sox5","20678"
0.225671825893486,0.374447129350786,0.056,0.045,1,"stable","Map3k14","53859"
0.225730763529487,1.16638886623162,0.012,0.008,1,"stable","Eml6","237711"
0.225837902228724,-0.149709895723519,0.012,0.008,1,"stable","Arhgef9","236915"
0.225943730491093,-0.226089517533576,0.114,0.13,1,"stable","Ccdc191","212153"
0.226052288511303,0.869881918732501,0.012,0.008,1,"stable","Fap","14089"
0.226156493396065,0.143128071980816,0.078,0.065,1,"stable","Fitm2","228859"
0.226282987113806,-0.370240378845585,0.068,0.081,1,"stable","Cnksr3","215748"
0.226656487260041,0.242688520157309,0.014,0.009,1,"stable","9030407P20Rik","100504389"
0.22685646079064,0.16071833457558,0.205,0.186,1,"stable","Tmem65","74868"
0.226870958700089,-0.6030533352377,0.011,0.007,1,"stable","Wdpcp","216560"
0.227428135999624,0.588692903421395,0.033,0.025,1,"stable","Zfp991","666532"
0.227449340106888,0.277262789689424,0.012,0.008,1,"stable","Nptxr","73340"
0.227600249522227,-0.270332836565065,0.02,0.027,1,"stable","E230029C05Rik","319711"
0.22760266045685,-0.163505162832731,0.104,0.119,1,"stable","Slc16a10","72472"
0.228067037978569,-0.158501078632365,0.193,0.172,1,"stable","Trmt1l","98685"
0.228225872325039,-1.13554472566764,0.01,0.015,1,"stable","Cxcl5","20311"
0.228246637253679,-0.130719950270639,0.104,0.089,1,"stable","Smg8","74133"
0.228719394663704,-0.13183315266536,0.101,0.086,1,"stable","Arhgap19","71085"
0.22943821854154,-0.350624303402736,0.075,0.088,1,"stable","Shld3","113002583"
0.229530270796725,-0.304985700487543,0.189,0.209,1,"stable","Htt","15194"
0.229567753239861,0.253086307695545,0.058,0.047,1,"stable","5330438D12Rik","327824"
0.229959226583644,-0.280106285052018,0.311,0.325,1,"stable","Egln2","112406"
0.230128156974867,-0.109774964342248,0.127,0.143,1,"stable","Tmem236","625286"
0.230134526684228,-0.255206611514644,0.178,0.159,1,"stable","Tmem39a","67846"
0.230151262590492,1.18518441253258,0.025,0.018,1,"stable","4930481B07Rik","108168883"
0.230153252025609,-0.239347985239008,0.012,0.008,1,"stable","Gm41804","105246529"
0.230227369426343,0.131514466514965,0.324,0.303,1,"stable","Cdc25a","12530"
0.230239106404961,-0.214130571715851,0.017,0.011,1,"stable","Ppm1j","71887"
0.230245067187951,-0.521943696407237,0.225,0.238,1,"stable","Gtf2a1","83602"
0.230286096167804,-0.339339881061523,0.128,0.142,1,"stable","Epb41l1","13821"
0.230298502049067,0.430031586287171,0.042,0.033,1,"stable","Ror2","26564"
0.230465383040597,0.412079518433723,0.098,0.085,1,"stable","Trim12c","319236"
0.230566685953473,-0.141170414683475,0.211,0.191,1,"stable","Usp5","22225"
0.230650665640271,-0.241004743650884,0.094,0.081,1,"stable","Kntc1","208628"
0.230747162285466,-0.156307392529798,0.335,0.352,1,"stable","Dcaf11","28199"
0.230776090184539,0.803264309843013,0.014,0.009,1,"stable","Emp3","13732"
0.230805578182028,0.801907955294736,0.012,0.008,1,"stable","Gm13822","105246766"
0.23084588863061,1.07032741102783,0.031,0.024,1,"stable","Tuba1a","22142"
0.230986689696462,-0.337377139379789,0.036,0.045,1,"stable","Tmem132a","98170"
0.231068361684914,0.12963640463204,0.087,0.074,1,"stable","Cideb","12684"
0.231358387939936,-0.202144847432408,0.419,0.431,1,"stable","Ubr5","70790"
0.231466756432611,0.184783937175341,0.08,0.068,1,"stable","Elmod3","232089"
0.231587593773691,-0.371118413473729,0.274,0.29,1,"stable","Irf3","54131"
0.231688023475005,-0.663903185317972,0.01,0.015,1,"stable","Igha","238447"
0.231727965139609,0.620389256853596,0.015,0.009,1,"stable","Sp5","64406"
0.231876005465402,0.272860336410273,0.201,0.184,1,"stable","Fam241b","69894"
0.231939522623056,-0.387526629466458,0.239,0.254,1,"stable","Mga","29808"
0.232142946799852,0.583801639286416,0.057,0.047,1,"stable","2310010J17Rik","78329"
0.23226731181597,0.730362631378158,0.025,0.018,1,"stable","Mnx1","15285"
0.232387809973503,-0.216121164355185,0.057,0.068,1,"stable","Rgs12","71729"
0.232424551226878,0.2477560720889,0.062,0.051,1,"stable","AI480526","100675"
0.232509366972333,0.104651800391747,0.104,0.09,1,"stable","Slc23a2","54338"
0.232513456819933,-0.180639019549867,0.242,0.262,1,"stable","Lratd2","399603"
0.232686723245096,-0.277689315875649,0.147,0.165,1,"stable","Rabgef1","56715"
0.232697781269488,-0.377637531397673,0.238,0.252,1,"stable","Ccdc88c","68339"
0.232709231627152,-0.993102974842986,0.015,0.021,1,"stable","Relt","320100"
0.232807307545734,-0.104016022515543,0.121,0.105,1,"stable","Sntb2","20650"
0.232816075455013,-0.525572757508477,0.01,0.015,1,"stable","Gm6598","625540"
0.232890552864054,0.233249510218922,0.138,0.123,1,"stable","Ints2","70422"
0.232898460074459,0.102968310363398,0.729,0.693,1,"stable","Snrnp70","20637"
0.232907904545642,-0.119640146264778,0.095,0.082,1,"stable","Depdc5","277854"
0.23312413312872,-0.675362792609494,0.14,0.121,1,"stable","Mcf2l","17207"
0.233206480573539,0.109270349469814,0.407,0.379,1,"stable","Cops5","26754"
0.233208935178388,0.215154441945381,0.137,0.123,1,"stable","Mtfp1","67900"
0.23348408456119,0.459941025255155,0.06,0.049,1,"stable","Mcm8","66634"
0.233730236665445,0.153357283930804,0.162,0.145,1,"stable","Polr1a","20019"
0.233766155732245,-0.463283294643554,0.03,0.038,1,"stable","Phldb3","232970"
0.233874198357716,-0.633550472935883,0.04,0.031,1,"stable","Ptpre","19267"
0.233970102223718,-0.110275214747336,0.438,0.407,1,"stable","Foxn3","71375"
0.234170522107753,0.229873925758288,0.138,0.124,1,"stable","Erich1","234086"
0.234323124077677,-0.813050942201324,0.041,0.05,1,"stable","Xylt2","217119"
0.234503699743721,0.172788079758222,0.14,0.124,1,"stable","Pgap1","241062"
0.235133139207536,-0.16731699286688,0.085,0.072,1,"stable","Gatb","229487"
0.235160536829379,-0.393532572690006,0.102,0.117,1,"stable","Fut11","73068"
0.235308877488368,-0.687536648190155,0.04,0.031,1,"stable","Gm15972","100502834"
0.235361357731124,-0.186568876925681,0.262,0.28,1,"stable","Tln1","21894"
0.235577408448896,0.390028047912637,0.172,0.156,1,"stable","Yod1","226418"
0.235729695716499,0.262365734895836,0.097,0.085,1,"stable","Maob","109731"
0.235866618810575,0.179328693713375,0.21,0.191,1,"stable","Hgs","15239"
0.235877743069833,-0.180487578681428,0.259,0.235,1,"stable","Irf2bp1","272359"
0.235900674298436,-0.292730861829029,0.291,0.302,1,"stable","Txlna","109658"
0.236245166723183,-0.210373452418914,0.187,0.167,1,"stable","Ckap2l","70466"
0.236569582090189,-0.505447404032917,0.092,0.104,1,"stable","Ptrh1","329384"
0.236672729280748,-0.113715787112077,0.095,0.109,1,"stable","Arhgap29","214137"
0.23682218330163,-0.139652001678326,0.249,0.231,1,"stable","Rnmt","67897"
0.237110880814723,0.678816133351215,0.076,0.064,1,"stable","Uros","22276"
0.23712793828908,-0.367873607642741,0.332,0.349,1,"stable","Ubn1","170644"
0.237424321598796,-0.260151259185784,0.183,0.163,1,"stable","Cars2","71941"
0.237429129689458,0.362702106456571,0.132,0.118,1,"stable","Sfxn2","94279"
0.237488499632858,-0.173511075869547,0.015,0.021,1,"stable","Rab27a","11891"
0.237591572021375,-0.125741658959106,0.402,0.365,1,"stable","Dlst","78920"
0.23778780883979,0.449099740198387,0.024,0.017,1,"stable","Zfp184","193452"
0.237904734148622,0.186763023768133,0.207,0.19,1,"stable","Cpeb4","67579"
0.237943682541215,0.268312688061554,0.123,0.109,1,"stable","Acvr1c","269275"
0.23800199224825,0.17595834697469,0.222,0.205,1,"stable","Rida","15473"
0.238086164776762,-0.16339745819906,0.104,0.089,1,"stable","Ticam1","106759"
0.238104019156047,0.411810518360821,0.024,0.017,1,"stable","2210039B01Rik","73644"
0.238520182412253,0.381918031702437,0.116,0.103,1,"stable","Zfp955b","100043468"
0.238568876654415,-0.249219815078246,0.221,0.237,1,"stable","Stap2","106766"
0.238814919870261,-0.403415012142154,0.275,0.287,1,"stable","2900026A02Rik","243219"
0.239351808001643,-0.196439477699903,0.01,0.015,1,"stable","Lrrtm2","107065"
0.239461341700799,-0.509613780568905,0.037,0.045,1,"stable","AW011738","100382"
0.239592478612613,0.408318242317666,0.134,0.119,1,"stable","Eif2b3","108067"
0.239753201897266,0.355587254875871,0.08,0.068,1,"stable","Sdr42e1","74032"
0.239824989237413,0.733664099728744,0.051,0.042,1,"stable","Pkia","18767"
0.239826412192417,0.338033719771413,0.045,0.036,1,"stable","Spry4","24066"
0.239879002099167,-0.362597551633682,0.246,0.264,1,"stable","Ccdc9","243846"
0.239945155184078,0.515725785065599,0.112,0.1,1,"stable","Pi4kb","107650"
0.240162635548366,-0.932241745621633,0.012,0.018,1,"stable","Chrm1","12669"
0.240180753516525,0.150366434596814,0.084,0.072,1,"stable","Zc2hc1a","67306"
0.240533667862625,-1.08694958376095,0.007,0.011,1,"stable","Gm43403","108168904"
0.240533667862625,-1.38929267265842,0.007,0.011,1,"stable","Gm26766","108168238"
0.240627223663589,-0.256164316200643,0.38,0.35,1,"stable","Tmem165","21982"
0.24080138335395,-0.116801680175037,0.487,0.446,1,"stable","Ggnbp2","217039"
0.24086869241853,0.213650566997439,0.339,0.32,1,"stable","Slc35b3","108652"
0.240899796253246,-0.528179179575591,0.049,0.06,1,"stable","Cdk5rap1","66971"
0.241036577849879,-0.188895940804183,0.64,0.627,1,"stable","Chd4","107932"
0.241201910721812,-0.397281180872527,0.074,0.086,1,"stable","Xxylt1","268880"
0.241270671730934,-0.20638090764046,0.184,0.202,1,"stable","Ephb3","13845"
0.241363044591968,-0.127830059388677,0.17,0.151,1,"stable","Mis18bp1","217653"
0.241415309202382,0.21527392647893,0.123,0.109,1,"stable","Glmn","170823"
0.241475690993542,-0.524189468264307,0.198,0.212,1,"stable","Nelfcd","57314"
0.241519606106574,-0.833449066314617,0.007,0.011,1,"stable","Iqcn","637079"
0.241519606106574,-1.08163561064537,0.007,0.011,1,"stable","Pdf","68023"
0.241549883640002,-0.250274873816871,0.139,0.124,1,"stable","Prim2","19076"
0.24173508119552,-0.309906585775347,0.396,0.405,1,"stable","Nsd3","234135"
0.24180059033716,-0.348016515429598,0.254,0.272,1,"stable","Map2k1","26395"
0.241867179589846,1.80752207352747,0.021,0.015,1,"stable","Pros1","19128"
0.241875495145936,0.657033503257237,0.112,0.1,1,"stable","1810055G02Rik","72056"
0.242117223551379,-0.251619660725436,0.095,0.082,1,"stable","Sars2","71984"
0.242171009134645,0.415894458141225,0.053,0.044,1,"stable","Rabl2","68708"
0.242189193702011,-0.338895878876765,0.394,0.405,1,"stable","Kansl1","76719"
0.242468730148919,0.632951999039246,0.119,0.106,1,"stable","Lig3","16882"
0.243063506389197,0.124583500723443,0.245,0.227,1,"stable","Taf12","66464"
0.24310849624013,-0.357586164710263,0.172,0.187,1,"stable","Ints1","68510"
0.243262533447674,0.382355422314641,0.11,0.098,1,"stable","Gmpr2","105446"
0.243394617370189,0.457184058535045,0.166,0.153,1,"stable","Cox6b2","333182"
0.243500008372849,-0.263522049802586,0.007,0.011,1,"stable","Ccdc162","75973"
0.243526150458171,-0.667496888466993,0.062,0.073,1,"stable","Gm9856","100126228"
0.243593108763811,0.287910632309181,0.149,0.134,1,"stable","Kif20a","19348"
0.243967983614109,0.110531297591852,0.303,0.284,1,"stable","Hsph1","15505"
0.244395905845077,0.119286535814066,0.324,0.3,1,"stable","Ugt2b5","22238"
0.24494913735682,-0.131592556785509,0.036,0.027,1,"stable","Lrrc61","243371"
0.245104374788506,0.112419747662962,0.092,0.08,1,"stable","Sergef","27414"
0.245242196762967,0.123674753826059,0.007,0.011,1,"stable","Nes","18008"
0.245491792879667,0.113867902516656,0.007,0.011,1,"stable","9230112E08Rik","320800"
0.245502059035386,-0.30106960095506,0.187,0.203,1,"stable","Entpd6","12497"
0.245855155563035,-0.745976610662712,0.017,0.023,1,"stable","Ccdc116","76872"
0.245960564340652,0.11652727404578,0.146,0.132,1,"stable","Rundc3b","242819"
0.246327986167688,0.429084644662769,0.057,0.047,1,"stable","Gas7","14457"
0.246537801896854,0.217393966213604,0.268,0.247,1,"stable","Slc9a1","20544"
0.246556497805815,-0.499527196026829,0.101,0.115,1,"stable","Nod1","107607"
0.246578339636726,0.130704457970879,0.178,0.159,1,"stable","Aspm","12316"
0.246615475342532,-0.440291517987458,0.023,0.03,1,"stable","Ift122","81896"
0.246713831680542,-0.343695057438247,0.104,0.118,1,"stable","Cep104","230967"
0.246795131896137,0.565516167641115,0.021,0.015,1,"stable","Sh3tc1","231147"
0.246902235946702,-0.160353317873515,0.237,0.217,1,"stable","Med17","234959"
0.2470416188775,-0.297685615775067,0.021,0.027,1,"stable","Gm17494","100503394"
0.247332196330611,0.201381304225056,0.093,0.081,1,"stable","Nepro","212547"
0.247345672107524,-0.133431439068109,0.22,0.2,1,"stable","Polr3d","67065"
0.247397069408571,0.233703637830039,0.303,0.286,1,"stable","Isx","71597"
0.247516170985687,0.969689868404242,0.028,0.021,1,"stable","Nudt11","58242"
0.247538325748531,-0.110548371359091,0.111,0.096,1,"stable","Ciita","12265"
0.247680032370631,-0.106163805995456,0.426,0.392,1,"stable","Prkcsh","19089"
0.247714497057248,0.376927085925946,0.149,0.134,1,"stable","Lrch4","231798"
0.248045676893597,-0.227213870353274,0.368,0.34,1,"stable","S100a13","20196"
0.248147336346742,0.408216042070801,0.029,0.022,1,"stable","Hoxa2","15399"
0.248164506464484,0.105108961373636,0.207,0.19,1,"stable","9430038I01Rik","77252"
0.248271010188591,-0.379966286394309,0.192,0.209,1,"stable","Ate1","11907"
0.248311559691888,-0.342073978086967,0.366,0.375,1,"stable","Ttc14","67120"
0.248320684670499,-0.203785260255335,0.019,0.026,1,"stable","Fgr","14191"
0.248336582797898,0.309943900500571,0.155,0.14,1,"stable","Pphln1","223828"
0.248495112730219,-0.22289706884674,0.142,0.158,1,"stable","Tmem139","109218"
0.248667345657285,0.103236795653562,0.226,0.211,1,"stable","Dcps","69305"
0.2487686651824,0.416231948920216,0.021,0.015,1,"stable","Gm26901","102632124"
0.24921455693572,0.26683074708794,0.144,0.131,1,"stable","Arhgef7","54126"
0.249372934912696,-1.14314346172428,0.014,0.02,1,"stable","Tle6","114606"
0.249495151168742,0.179565182667918,0.189,0.173,1,"stable","Mmp14","17387"
0.249534531758287,0.296682664856095,0.153,0.138,1,"stable","Prkdc","19090"
0.249703315675962,-0.201477730017535,0.033,0.042,1,"stable","Dennd6b","69440"
0.250395313550372,-0.286497285294455,0.153,0.136,1,"stable","Slc11a2","18174"
0.250520272675132,-0.474642495136793,0.114,0.128,1,"stable","Inpp5a","212111"
0.250666694552934,0.55703740139706,0.021,0.015,1,"stable","Hhat","226861"
0.250673223458537,1.28850747519805,0.02,0.014,1,"stable","Zfp97","22759"
0.251284252572508,-0.847212646616354,0.009,0.014,1,"stable","Cyp2d22","56448"
0.251388517080287,-0.414130310341968,0.161,0.178,1,"stable","Tmtc2","278279"
0.2515478103382,0.20230545234548,0.169,0.155,1,"stable","Acad9","229211"
0.251705323988144,-0.708724002721965,0.018,0.025,1,"stable","Gm26910","102632394"
0.251827950290494,0.341921729529998,0.204,0.19,1,"stable","Siah1a","20437"
0.25193898193696,-0.207780260732514,0.103,0.089,1,"stable","Hace1","209462"
0.251988981787628,0.492407942064014,0.108,0.097,1,"stable","Ifnar2","15976"
0.252090872719332,-0.209702369865019,0.162,0.144,1,"stable","Dpagt1","13478"
0.252242052044849,-0.102025200025795,0.078,0.066,1,"stable","Ccdc134","76457"
0.252328518793787,-0.506551506086807,0.258,0.27,1,"stable","Etv3","27049"
0.252466286256254,-0.743005220193427,0.033,0.041,1,"stable","P4ha1","18451"
0.252510983357758,-0.112494815625917,0.171,0.153,1,"stable","Atrn","11990"
0.252654196817461,0.227335060659866,0.152,0.139,1,"stable","Ntpcr","66566"
0.253221620215565,0.509915439432564,0.053,0.044,1,"stable","Trim13","66597"
0.253273581705731,-0.355875333123569,0.259,0.273,1,"stable","Itpkc","233011"
0.253356405999542,-0.472850828532702,0.085,0.097,1,"stable","Traf3ip1","74019"
0.253554563554339,0.291841584232412,0.172,0.156,1,"stable","Gpalpp1","67467"
0.253639637074296,-0.994707700311801,0.009,0.014,1,"stable","Gbp4","17472"
0.253900768809979,0.330324474988125,0.125,0.143,1,"stable","Trmt13","229780"
0.254012522514826,-0.17387726190521,0.017,0.023,1,"stable","Gm16046","105246217"
0.25422010849005,-0.107469654695777,0.505,0.472,1,"stable","Ddb1","13194"
0.254357679206494,-0.215260551155946,0.091,0.104,1,"stable","Vps11","71732"
0.254690749127182,-0.17907414428169,0.082,0.095,1,"stable","Spryd3","223918"
0.254943809901735,-0.283397399924813,0.268,0.284,1,"stable","Itgb4","192897"
0.255156217343128,-0.578338634122543,0.014,0.02,1,"stable","Klhdc8b","78267"
