cpd_id	BC_0d_1	BC_0d_2	BC_0d_3	BC_0d_4	BC_3d_1	BC_3d_2	BC_3d_3	BC_3d_4	Veh_0d_1	Veh_0d_2	Veh_0d_3	Veh_0d_4	Veh_3d_1	Veh_3d_2	Veh_3d_3	Veh_3d_4
HMDB0000187	2.228808893	2.908706944	2.142955796	2.193711312	2.363184459	2.664993506	2.228389632	2.3399208	1.948144455	2.177894291	1.681452106	1.9336296	1.874279961	2.1772912	2.469141096	2.344199429
HMDB0000190	11.64845608	9.742940278	12.42351336	8.871222262	11.74741813	9.693067532	10.96031367	8.9658702	11.88325175	10.48249449	14.54836533	12.6140098	8.76577179	6.6166338	9.996928767	11.28722626
HMDB0000191	2.129568966	4.691808333	2.446341847	3.082730317	2.974778538	3.789316883	2.444955514	4.3475908	2.402129289	2.22943248	3.900793536	2.8988274	4.704443969	3.346854	2.779121918	4.780106185
HMDB0000192	0.0476	0.145629167	0.102311395	0.189319276	0.050337835	0.088081818	0.084	0.0915908	0.132952227	0.250131496	0.075955142	0.062216	0.08422607	0.0928326	0.042023288	0.042384967
HMDB0000193	0.045089655	0.047936111	0.072724361	0.055486878	0.060706383	0.05215974	0.033858624	0.0209076	0.046741422	0.028898425	0.033265426	0.0631764	0.067885019	0.0508942	0.063208219	0.037733397
HMDB0000195	10.18648258	4.966776389	5.350372299	6.807971946	13.51563756	1.790527273	15.10482696	6.3552076	2.74994237	6.156821063	0.652663271	4.2618296	6.17986284	4.5782786	8.217583562	9.833468126
HMDB0000197	0.000787659	0.03625	1.37E-06	0.00404543	0.000804255	0.001041558	0.000519887	0.0015036	0.000794882	0.001008661	4.47E-06	0.0037044	3.01E-06	2.08E-06	0.000624658	0.000416936
HMDB0000201	0.127685844	0.167086111	0.172155992	0.16052362	0.196595745	0.12551039	0.210105561	0.1161832	0.072011754	0.114534055	0.058602547	0.1196538	0.158052918	0.0890666	0.139971233	0.116004186
HMDB0000202	0.01463775	0.015172222	0.008274853	0.010939005	0.014510268	0.011083117	0.088248822	0.0129206	0.010249858	0.013652756	0.011852693	0.0119546	0.005634047	0.00434	0.008724658	0.012789153
HMDB0000209	0.604760617	1.326702778	0.19286444	1.031228597	0.073346531	0.072103896	0.479412253	0.2239496	0.079627488	0.14349311	0.028981783	1.1402832	0.047090661	0.0288918	0.074635616	0.165591627
HMDB0000210	0.49024265	0.409422222	0.259233792	0.336841267	0.438991304	0.280283117	0.370572479	0.3675938	0.231428626	0.538350984	0.468190989	0.337729	0.393229767	0.3978296	0.359231507	0.521475357
HMDB0000211	0.000341742	0.000302778	0.000475835	0.000483982	0.00066309	0.000212987	0.000237512	0.0005222	0.00222673	0.000734449	0.000340059	0.0002884	0.000140272	0.0003038	0.000263014	0.000475547
HMDB0000222	0.150809982	0.167023611	0.155239096	0.101615928	0.194890102	0.133266234	0.527990009	0.2196992	0.305683033	0.171637795	0.158637414	0.069594	0.076836576	0.1132544	0.058526027	0.208268316
HMDB0000223	0.283870962	0.5086625	0.494670334	0.499431312	0.285136355	0.582819481	0.075130254	0.181734	0.250151469	0.383688189	1.03727522	0.5320434	0.120947471	0.4433884	0.163589041	0.152258991
HMDB0000224	10.25017495	6.374781944	10.29129273	5.533243439	8.519940241	10.45073766	9.68686918	11.1722996	8.058431848	3.37721752	7.653547698	8.1057354	12.67755564	8.9904248	8.472345205	10.82164034
HMDB0000225	0.001200544	0.000668056	3.27E-06	0.001199819	0.001871415	0.000446753	0.000002547	0.000672	0.000824076	0.000698622	0.001384917	0.001267	0.000593774	0.0007	0.000457534	4.04E-06
HMDB0000226	0.245515789	0.274298611	0.256937132	0.290660271	0.352345421	0.27431039	0.236221301	0.3157378	0.258726635	0.366011811	0.167063467	0.2584288	0.201195525	0.2785468	0.199341096	0.207266603
HMDB0000230	0.046795826	0.05175	0.028405697	0.059396742	0.056164477	0.018637662	0.045124599	0.0236782	0.028659526	0.052261614	0.010700881	0.0327334	0.031938521	0.0322658	0.053775342	0.034539106
HMDB0000232	0.001722686	0.01845	0.010158939	0.006942986	0.005311193	0.048307792	0.008337983	0.0564312	0.013832796	0.003590945	0.014153575	0.0031136	0.018110117	0.010325	0.00219863	0.042952426
HMDB0000237	0.110466606	0.217679167	0.079137132	0.108866787	0.163529325	0.085397403	0.072115174	0.1197784	0.064810047	0.112442323	0.084043879	0.099246	0.069877432	0.0490364	0.07110137	0.074142721
HMDB0000243	1.270139201	0.161506944	0.768208055	0.137953846	0.842590194	0.225441558	0.754688407	0.189014	0.259772322	0.163185433	0.468568071	1.916985	0.916765759	0.191828	1.084257534	0.111439201
HMDB0000247	0.001380944	0.004498611	0.001074067	0.001432941	0.001696577	0.002407792	0.002062394	0.0018088	0.00090237	0.002166142	0.001017434	0.000945	0.000674125	0.0006468	0.00070137	0.001594481
HMDB0000263	0.307400363	0.445775	0.31175167	0.439397285	0.273954487	0.312574026	0.008741753	0.0733852	0.538827488	0.14473189	0.436119882	0.305249	0.127220233	0.2207968	0.903367123	0.266885823
HMDB0000267	1.286824864	1.743070833	1.532685069	1.543637466	1.558800925	1.553196104	1.465509708	1.7399158	1.352859147	1.45425689	1.362971988	1.1886392	1.877461284	1.6138178	1.232586301	1.694440913
HMDB0000271	0.369875681	0.4382875	0.34459391	0.300186606	0.334741166	0.445477922	0.339025636	0.3416896	0.272319242	0.296079331	0.33849285	0.429443	0.489670428	0.277564	0.212420548	0.333674215
HMDB0000272	0.033259528	0.079684722	0.032517682	0.059832579	0.035853469	0.043231169	0.011871631	0.0153944	0.016019716	0.02577185	0.017606268	0.0182308	0.025686187	0.0210266	0.021761644	0.019983635
HMDB0000273	3.310898367	4.326508333	3.222046365	3.402997104	3.716695652	3.929553247	3.353341753	3.7718226	2.943385213	3.475710827	2.480656024	2.5958072	2.640879377	3.0923984	2.932056164	3.680328259
HMDB0000283	2.381022686	1.896123611	1.702724558	1.669348597	1.71393802	1.757809091	2.737610933	2.1085232	1.26073782	2.984585039	0.762299314	1.4281428	1.346199416	1.2846162	1.419884932	2.98038687
HMDB0000288	0.173100726	1.65575	0.158966012	0.636460271	0.332337465	0.352283117	0.244778322	0.2727424	0.299870711	0.221080118	0.225310872	0.15442	0.247474514	0.2271962	0.129241096	0.332511323
HMDB0000289	5.004900907	14.42560417	11.8885002	7.270326697	4.727708048	28.56704286	8.263550801	16.1204862	15.80660645	8.604124409	34.88074633	11.0073712	19.4314716	10.8977848	6.088023288	12.43562455
HMDB0000291	0.01445735	0.015031944	0.013070334	0.013497014	0.017942276	0.013846753	0.010891235	0.013195	0.011624645	0.011725	0.013318511	0.017388	0.01265856	0.01365	0.009763014	0.013107517
HMDB0000296	0.1235951	0.084981944	0.08223831	0.11628362	0.122517484	0.057623377	0.176332705	0.116312	0.05350654	0.120506102	0.111923213	0.0956228	0.078980156	0.053984	0.172816438	0.044331113
HMDB0000299	0.102445191	0.138538889	0.100692731	0.110393484	0.138593525	0.160120779	0.212204901	0.216531	0.119346351	0.109244094	0.156324192	0.0893228	0.164578988	0.0927514	0.090335616	0.355585347
HMDB0000301	0.728744465	0.370513889	0.405279371	0.497500452	0.441334135	0.523615584	0.909655608	0.9719122	0.562224076	0.340279921	0.501205485	0.5542698	0.504456226	0.3901212	0.373147945	0.523778497
HMDB0000303	15.49703956	28.90389583	17.33261198	24.12071656	20.5615617	18.86541688	2.652585674	9.2829464	14.18630882	27.06063858	18.40664603	15.7362702	11.91327276	11.3292536	10.74644384	4.096911513
HMDB0000317	0.008274229	0.008295833	0.007763261	0.009217195	0.008901203	0.007233766	0.005565693	0.0072478	0.011136303	0.010818307	0.010041332	0.0063938	0.007390856	0.0063336	0.006463014	0.009849286
HMDB0000321	0.019761343	0.035779167	0.035959921	0.045728688	0.027937835	0.027164935	0.068165881	0.060522	0.111510332	0.028299016	0.035601959	0.0115738	0.016071401	0.0168056	0.026179452	0.130004186
HMDB0000328	0.005391652	0.005073611	0.002258153	0.00832905	0.019278816	2.92E-06	1.10E-06	0.002135	0.000629005	0.023399016	1.39E-06	0.005236	3.95E-06	0.000602	0.001024658	0.006708278
HMDB0000345	0.026974773	0.038190278	0.034789587	0.042368688	0.026228307	0.039654545	0.080222243	0.0577178	0.156834502	0.034904921	0.045279922	0.010864	0.015803113	0.0192626	0.017254795	0.138261656
HMDB0000350	0.016276588	0.007941667	0.009410806	0.014907149	0.033303423	0.009258442	0.018779265	0.0077966	0.008894976	0.035596654	0.008325955	0.0108374	0.010159533	0.006706	3.43E-06	0.007065271
HMDB0000375	0.015148457	0.0402125	0.017533006	0.013545158	0.020737095	0.021579221	0.015719321	0.0233576	0.018054028	0.016467913	0.01330617	0.0246974	0.014840272	0.0089908	1.38E-06	0.011564986
HMDB0000379	0.096972232	0.112843056	0.098145776	3.18E-06	0.000003497	0.148506494	1.34E-06	1.67E-06	0.000001895	0.128152362	1.38E-06	3.93E-06	1.97E-06	1.72E-06	0.052619178	0.107095338
HMDB0000413	0.00623902	0.008029167	4.83E-06	1.87E-06	0.008785939	2.47E-06	0.007573987	0.007301	0.00562654	0.006502559	4.80E-06	0.0055034	4.63E-06	2.34E-06	4.14E-06	1.52E-06
HMDB0000423	0.004521416	0.015048611	0.005111788	0.005193303	0.00599889	0.005146753	0.006749293	0.0068096	0.131329289	0.00736378	0.005062488	0.004914	0.005180545	0.0050862	0.005361644	0.004345195
HMDB0000426	0.00465608	0.012545833	0.004838114	0.006374118	0.008190194	0.00317013	0.004391329	0.0033586	0.004359242	0.006896654	0.004582566	0.0019726	0.002765953	0.0031374	0.002443836	0.004301237
HMDB0000434	0.00413902	0.005213889	0.001366994	0.003538643	0.010103053	0.002415584	0.002565127	0.002303	0.001835261	0.010060433	0.001006464	0.002128	0.00110856	0.000002582	0.000635616	0.001623787
HMDB0000440	0.011781851	0.001694444	0.002808251	0.005079276	0.01853802	0.004280519	0.007550236	0.0123746	4.69E-06	0.033226575	0.002119882	0.002044	0.000002586	0.0023352	0.003613699	0.004747479
HMDB0000446	0.006764973	0.010208333	0.004322397	0.006818824	0.00946457	0.003946753	0.007312724	0.0068138	0.004384455	0.010861024	0.005697356	0.0064442	0.014983268	0.002751	0.008005479	0.005934348
HMDB0000448	0.001335209	0.001715278	0.001472888	0.00093629	0.00239334	0.004216883	0.001282564	0.0028756	0.001855166	0.001543307	0.001892262	0.0010976	0.000932879	0.000896	0.000626027	0.00165176
HMDB0000450	0.029712523	0.060077778	0.02721336	0.026638009	0.037468455	0.028622078	0.048276909	0.040418	0.041268815	0.028784055	0.030728697	0.028196	0.02192607	0.0226786	0.02280274	0.032369172
HMDB0000452	0.09234029	0.143390278	0.07716778	0.120940995	0.079047549	0.086209091	0.066413572	0.0694022	0.092549953	0.108268504	0.098704799	0.089866	0.14728463	0.0567252	0.04009589	0.102993911
HMDB0000472	1.099433212	1.828426389	4.694100982	1.783542986	1.576218686	4.145609091	2.193464844	2.2890112	3.565478863	0.139724409	0.927375906	1.0793972	3.478165175	1.1693094	1.581258904	1.58E-06
HMDB0000484	0.000387477	0.004838889	0.002259528	0.001241629	0.001341721	0.004136364	0.002257681	0.0016128	0.00090237	0.001455118	0.000904995	0.0009142	4.59E-06	0.0004172	0.000615068	0.001208183
HMDB0000486	0.033048639	0.044445833	0.039846365	0.032578824	0.047906938	0.07684026	0.069370594	0.0386022	0.040483223	0.050450984	0.039409794	0.0312662	0.01881284	0.0126868	0.016375342	0.03631608
HMDB0000491	0.096640653	0.026911111	0.036478389	0.029890317	0.046999075	0.012525974	0.058470123	0.005677	0.020992038	0.040830118	0.040898923	0.1225322	0.01219144	0.0173404	0.021821918	0.004667555
HMDB0000500	0.001919601	0.014169444	0.002724361	0.00373629	0.003974653	0.005055844	0.005176437	0.0058758	0.00306673	0.001758268	0.001960823	0.0044744	0.001096304	0.0028084	0.002130137	0.002576213
HMDB0000502	4.50684265	2.023479167	4.041430059	1.870003439	4.125507308	2.354797403	9.861308388	2.9003702	3.782563791	2.450304528	8.055050147	7.53151	3.324588716	2.4163818	1.972631507	1.40703197
HMDB0000508	0.048340653	0.039356944	0.031092927	0.033195837	0.036045143	0.033211688	0.04980754	0.053095	0.022069573	0.066845866	0.013592752	0.0260498	0.028051751	0.0199626	0.027716438	0.060747479
HMDB0000510	0.161660617	0.503388889	0.30077721	0.529512941	0.334651804	0.28295974	0.656692366	0.428883	0.365890995	0.193373622	0.530948286	0.2038106	0.44201323	0.3643906	0.29429863	0.607340247
HMDB0000512	0.132381307	0.213445833	0.065252652	0.115880724	0.191451619	0.074580519	0.107749859	0.12215	0.035550711	0.182163976	0.060278159	0.099379	0.02340642	0.009765	0.039758904	0.103793149
HMDB0000517	0.109974955	0.204713889	0.157318468	0.211954932	0.187475671	0.182737662	0.188303299	0.1595916	0.173546919	0.209074016	0.148452106	0.1169462	0.200740661	0.1014762	0.098968493	0.122603235
HMDB0000522	0.442332668	0.291790278	0.266176031	0.334268054	0.383340981	0.255937662	0.232004147	0.1260252	0.275753555	0.272031299	0.712722037	1.1250904	0.440892412	0.3564498	0.261626027	0.096156422
HMDB0000528	0.007096552	0.008577778	0.007224165	0.008136471	0.007059574	0.007480519	0.008835438	0.010185	0.007460474	0.011922047	0.007481293	0.007518	2.89E-06	0.0067074	0.005991781	0.005823787
HMDB0000529	0.00282922	0.001456944	0.002337917	0.002006878	0.002548751	0.002275325	0.00385033	0.0044912	0.002728341	0.001734843	0.007172772	0.0015456	0.001176654	0.001085	0.007486301	0.001535871
HMDB0000531	0.701015064	0.189455556	0.310761493	0.29514914	0.842771508	0.252788312	0.274072762	0.2028166	0.094970427	0.287030315	0.061029579	0.3172862	4.72E-06	2.92E-06	0.318152055	0.088572978
HMDB0000532	0.248511434	0.3923375	0.287258546	0.308960362	0.341983349	0.340046753	0.38168803	0.2904748	0.284572891	0.334921063	0.255947698	0.2592324	0.279874708	0.2554524	0.254254795	0.295939486
HMDB0000539	1.248416334	1.607956944	1.650538114	1.284532308	1.650742461	1.41185974	0.379571536	1.071721	2.384129668	0.826515354	2.625046621	2.2679566	1.239283268	3.6541442	1.413578082	0.946737012
HMDB0000555	0.000369691	0.000406944	4.89E-06	0.00038009	0.000507678	0.000380519	0.000369463	0.00042	0.000424645	0.000475394	0.000394907	1.50E-06	0.000381323	1.88E-06	4.10E-06	0.000386299
HMDB0000557	0.011455354	0.025126389	0.00800943	0.015899186	0.018219426	0.011187013	0.01424147	0.0158844	0.008365498	0.012059843	0.010135945	0.0131796	0.005632685	0.005348	0.012719178	0.014899144
HMDB0000567	0.000564065	0.0006625	0.000660118	0.000549864	0.000423497	0.000653247	0.000505372	0.0003962	0.000656872	0.000442323	0.000654065	0.0006538	0.000491634	0.0004494	0.000438356	0.00045157
HMDB0000582	1.10E-06	2.32E-06	3.07E-06	0.007765249	2.11E-06	4.33E-06	0.007021112	1.60E-06	2.44E-06	0.007559449	2.31E-06	0.0065464	0.007027237	4.02E-06	3.70E-06	0.006662988
HMDB0000613	0.003277677	0.004759722	0.003847937	0.0034981	0.004597595	0.005075325	0.003809425	0.0044954	0.004043412	0.004248228	0.004182174	0.0037464	0.006061673	0.0040558	0.003482192	0.004803425
HMDB0000621	2.620758076	2.486879167	2.357448723	2.166285249	2.154672525	2.305801299	3.225367766	2.6430656	2.037051754	2.741223425	1.283134966	2.0819106	2.576050389	1.9794684	1.928050685	3.666949001
HMDB0000623	0.000581851	0.000401389	3.63E-06	0.000454842	0.000466235	3.02E-06	1.62E-06	2.41E-06	2.80E-06	0.001901575	3.96E-06	0.0004886	2.92E-06	2.46E-06	2.93E-06	1.97E-06
HMDB0000634	0.001997096	0.003901389	0.004774853	0.001971403	0.003716929	0.005251948	0.004070688	0.0069272	0.002744265	0.001657677	0.00272047	0.0016744	0.003406031	0.0027132	0.001690411	0.007552807
HMDB0000639	2.75E-06	0.028797222	0.018323772	0.013612308	0.013123219	0.007716883	0.014170217	0.0133448	0.015307109	0.018325394	0.007593732	2.09E-06	0.007544747	0.0074774	0.010050685	0.027332636
HMDB0000645	0.375833938	0.278759722	0.343330059	0.385277466	0.280525809	0.342501299	0.395377945	0.4640664	0.521609479	0.277481102	0.378600588	0.447804	0.359499027	0.4340406	0.397971233	0.445600951
HMDB0000651	0.000523412	0.000580556	0.000312181	4.82E-06	0.000911748	0.000338961	0.000577945	0.0003906	0.000004712	0.001142323	0.000004506	0.000749	0.000341829	0.0003668	0.000276712	4.44E-06
HMDB0000660	0.806900544	0.888275	1.412034774	0.644333213	1.125706198	1.098288312	1.22136475	0.80843	0.502975545	1.136666339	0.338778061	0.8912176	1.07654144	0.9580928	0.732465753	0.7436451
HMDB0000661	0.04817677	0.035940278	0.014775639	0.026608869	0.053883811	0.141711688	0.030311781	0.069888	0.178925308	0.019834252	0.386254652	0.034769	0.09464572	0.0060172	0.033956164	0.04112883
HMDB0000663	0.008981851	0.018755556	0.008207466	0.006584434	0.007073821	0.005081818	0.006152875	0.0061222	0.007759052	0.010677756	0.006823115	0.010136	0.008427237	0.0081718	0.010150685	0.012626641
HMDB0000665	0.008255172	0.008843056	0.007363065	0.009082896	0.009021647	0.007958442	0.005597361	0.0064316	0.010256493	0.011811811	0.006443291	0.0070266	0.008160311	0.0070392	0.007075342	0.010021123
HMDB0000667	0.039699274	0.025872222	0.031055796	0.020009231	0.042293987	0.030523377	0.024240716	0.0260666	0.024712986	0.035644882	0.026502644	0.0208138	0.024386965	0.0103222	0.016880822	0.029206851
HMDB0000670	0.966054628	1.017188889	0.711750098	0.662113846	1.552166142	0.777833766	1.985391329	1.340472	0.626720948	0.959702756	0.579909892	0.598584	0.599325292	0.548023	0.670368493	1.022422265
HMDB0000673	7.111014156	6.525291667	4.803482515	6.989803439	6.281827197	5.998950649	8.551454665	9.6306434	6.562444929	5.625486614	6.541390989	6.524042	7.082402529	8.3455428	4.567691781	7.452916651
HMDB0000678	0.00115608	0.001834722	0.001324361	0.00215638	0.001507493	0.000949351	0.001440905	0.0012152	0.003580284	0.001552953	0.001242311	0.0010514	0.001143969	0.0010066	0.001250685	0.001069648
HMDB0000686	0.011844102	0.031613889	0.007105894	0.029582443	0.025185754	0.003237662	0.00344656	0.0104916	0.001534028	0.119957677	0.002076004	0.013972	0.001676459	0.0013692	0.004082192	0.013236727
HMDB0000687	4.923431579	6.097784722	5.028923772	5.280742986	6.043213321	6.092712987	5.504376437	5.306042	4.765922464	5.419419291	4.423810774	4.5410582	4.724673152	4.702404	5.295046575	4.816165176
HMDB0000688	0.000174047	0.000133333	0.000132024	0.000176109	0.000107493	0.000131169	0.0002705	0.0001722	0.000147299	0.000139173	0.000143976	0.0001652	0.000111673	1.55E-06	0.000178082	0.000179829
HMDB0000689	0.069312704	0.031193056	1.83E-06	0.037017014	0.025000555	0.010301299	0.04269934	0.1433838	0.013499716	0.023017323	0.009912439	0.0153594	0.000401751	1.30E-06	0.011690411	0.019878402
HMDB0000691	0.003098548	0.004968056	0.002747741	0.004754932	0.003854209	0.001564935	0.002726107	0.0028854	0.002589005	0.005743307	0.004378257	0.0028056	0.001156226	0.0007182	0.001732877	0.003288868
HMDB0000694	0.06196588	0.159730556	0.085281729	0.10169448	0.099982794	0.065497403	0.121107257	0.1224272	0.090899147	0.175577362	0.085659158	0.0670264	0.116319844	0.068775	0.062380822	0.141164225
HMDB0000695	0.077458621	0.029820833	0.037194892	0.034208145	0.045592599	0.019467532	0.050253534	0.0086814	0.024586919	0.043448228	0.039560627	0.09625	0.018842802	0.0257138	0.02359726	0.005874405
HMDB0000696	3.706686751	4.714566667	3.704141454	5.027963801	4.007851619	4.627224675	4.907823374	4.895639	4.349769479	4.259584055	3.995675416	4.3892618	4.435061089	4.0231212	5.706910959	5.72059981
HMDB0000700	1.120546279	1.043079167	1.208766601	0.934235837	1.147996115	1.008874026	1.127327238	0.8827266	1.150454976	1.038957087	1.326854456	1.2000002	0.841973346	0.6582408	1.120969863	1.180346527
HMDB0000701	0.014381125	0.015244444	0.027194106	0.01170552	0.019035338	0.025561039	0.018514043	0.0145082	0.030441706	0.01293622	0.014499119	0.0108458	0.012817899	0.0193732	0.006945205	0.008931494
HMDB0000703	0.000580581	0.000586111	0.000539096	0.000502986	0.000542646	0.000514286	0.000452592	0.0006958	0.000719242	0.000377559	0.000695201	2.04E-06	2.44E-06	2.96E-06	2.77E-06	0.000422265
HMDB0000705	0.000110526	0.000166667	0.000130648	0.000115294	0.000123034	0.000120779	0.00013591	0.0001554	0.000167204	0.000125394	0.000152204	0.0001246	0.000133463	2.87E-06	2.53E-06	0.000157184
HMDB0000707	4.37E-06	3.21E-06	1.34E-06	4.80E-06	0.000003772	1.05E-06	4.03E-06	3.69E-06	0.08929346	0.000001555	3.55E-06	3.64E-06	0.000002427	1.12E-06	0.000004384	3.89E-06
HMDB0000711	0.002598004	0.003843056	0.002460314	0.002028416	0.00499519	0.003150649	0.00226032	0.0017668	0.002895545	0.003178937	0.002732811	0.0027188	0.002448638	0.002016	0.001446575	0.001365366
HMDB0000714	0.000533575	0.000720833	0.002520825	0.001739548	0.000923404	0.000479221	0.001410556	0.001442	0.012154123	0.001034843	0.001543976	0.0013482	0.0005393	0.0007616	0.000715068	0.002585538
HMDB0000716	0.189200726	0.396480556	0.374652652	0.362635475	0.328036448	0.172787013	0.413183412	0.2087246	0.194223128	0.214521063	0.212956317	0.2364558	0.275740078	0.219121	0.201410959	0.191100666
HMDB0000718	2.486502904	2.890618056	0.486699411	2.658995294	1.4364	4.83E-06	1.548477851	1.0455438	0.492306351	2.442935236	0.267453477	1.8076226	4.65E-06	2.13E-06	0.451635616	0.377740247
HMDB0000720	0.022636298	0.035419444	0.031495874	0.025937376	0.040352636	0.03555974	0.022012064	0.0420434	0.022510142	0.025510039	0.027082664	0.026803	0.050518482	0.0292026	0.019463014	0.048276689
HMDB0000721	0.02693412	0.046680556	0.013399018	0.017340995	0.02773062	0.017742857	0.019590763	0.0294126	0.014701991	0.036708661	0.02129618	0.0184856	0.012232296	0.0107254	0.014838356	0.020985347
HMDB0000729	0.075840109	0.079709722	0.099555403	0.088620633	0.035295282	0.141187013	0.089283318	0.0669326	0.074688341	0.120100984	0.082735749	0.0497252	0.055129767	0.0308812	0.032286301	0.089504091
HMDB0000733	0.002895281	0.005961111	0.000482711	0.007019005	0.005931545	2.22E-06	0.000840528	0.0027874	3.04E-06	0.022081693	4.62E-06	0.0022946	3.53E-06	3.66E-06	0.000350685	0.00123882
HMDB0000736	0.018182214	0.017615278	0.011875246	0.009042353	0.009648474	0.009302597	0.030017531	0.015421	0.010178199	0.006702362	0.012723408	0.0158816	0.007159339	0.0091434	0.01180274	0.012039201
HMDB0000740	0.008821779	0.000001989	0.015646169	4.05E-06	0.011866975	0.0151	0.01014967	0.012152	3.06E-06	0.01801122	4.32E-06	0.0124712	1.56E-06	0.0100744	0.012889041	1.47E-06
HMDB0000742	0.008755717	0.007690278	0.005892927	0.008858643	0.008616281	0.006654545	0.006621301	0.0104062	0.008575166	0.008659055	0.010484231	0.0094612	0.008839883	0.009443	0.008520548	0.005753187
HMDB0000746	0.000599637	0.000523611	0.000548723	0.00066009	0.000568548	0.000536364	0.000406409	0.000462	0.000743128	0.000709646	0.000385309	0.0004802	0.000551556	0.0004396	0.000454795	0.000571456
HMDB0000748	0.000641561	0.000858333	0.000462083	0.000442172	0.000541351	0.000554545	0.000448633	0.0018802	0.001409289	0.000739961	0.00071714	0.0004214	0.000521595	0.000434	0.000447945	0.000795243
HMDB0000749	0.006192015	0.009018056	0.007207662	0.007652489	0.006335615	0.015754545	1.70E-06	0.017241	0.009857062	0.008551575	0.006495397	0.0076944	0.0099607	0.0108976	0.007210959	0.018211989
HMDB0000752	0.00067078	0.000744444	0.000539096	0.00035095	0.000585384	0.000525974	0.000506692	0.000686	0.000496303	0.000388583	0.000505975	0.0005278	0.000584241	0.0005558	0.00039863	0.000439581
HMDB0000754	0.040222686	0.016502778	0.015113949	0.013964525	0.034291582	0.017268831	0.018300283	0.001365	0.017661232	0.01791063	0.004873262	0.019432	0.006000389	0.0021658	0.013521918	0.009317793
HMDB0000755	0.003695644	0.004979167	0.002949902	0.002518733	0.003618501	0.002011688	0.001897455	0.0079996	0.009766825	0.003041142	0.002687561	0.0031654	0.00389358	0.003514	0.002790411	0.004057469
HMDB0000759	0.000358258	0.000431944	0.00025442	0.000331946	0.000568548	0.000196104	0.000339114	0.0004956	0.000325118	0.000566339	0.000211166	0.0004578	0.000400389	0.0002142	0.000232877	0.00040628
HMDB0000761	0.002268966	0.002063889	0.001782318	0.003792036	0.002862165	0.001754545	0.002037323	0.0026572	0.001215545	0.010590945	0.001527522	0.0022876	0.001310117	0.0019656	0.001523288	0.002484301
HMDB0000763	0.044271506	0.254773611	0.038026916	0.159279457	0.120423312	0.054616883	0.006377191	0.0095662	0.078896303	0.101387008	0.021407248	0.0319886	0.0131393	0.0704158	0.061653425	0.027969363
HMDB0000764	0.013340653	0.005908333	0.010845187	0.017731222	0.081793154	0.003412987	0.012698963	0.0609126	0.000796209	0.067201378	0.007322233	0.0173698	2.77E-06	0.0007616	0.010327397	0.009101998
HMDB0000765	0.020639201	0.024861111	0.01055501	0.017737557	0.030490472	0.025120779	0.023809237	0.0302176	0.029308436	0.033790157	0.023835651	0.019824	0.01884144	0.013251	0.023631507	0.025771456
HMDB0000766	0.334498367	0.737845833	0.410638703	0.428635656	0.567749861	0.383377922	0.361017908	0.4432036	0.374853649	0.43194685	0.321307542	0.3697904	0.209012646	0.1990828	0.2862	0.449955471
HMDB0000783	0.088393103	0.0801125	0.162266601	0.051142443	0.088174098	0.061779221	0.058561169	0.0349174	0.063199052	0.06032126	0.060368658	0.0873978	0.090050778	0.0325598	0.080545205	0.056067935
HMDB0000784	0.008100181	0.006884722	0.004891749	0.004215204	0.010812766	0.002350649	0.006152875	0.0083916	0.00772455	0.014596654	0.003857199	0.0035308	0.001842607	0.0016296	0.002372603	0.004150714
HMDB0000791	0.00563176	2.72E-06	0.005927308	0.006137195	0.006191859	0.005864935	1.41E-06	1.95E-06	0.007789573	4.62E-06	1.98E-06	0.0065814	0.006178794	2.18E-06	0.000004557	0.006152807
HMDB0000792	4.08E-06	2.17E-06	4.40E-06	3.46E-06	0.000003937	3.29E-06	1.41E-06	3.10E-06	4.43E-06	3.36E-06	0.000001032	0.0086674	0.006124319	0.000002339	0.006157534	3.80E-06
HMDB0000806	0.173597459	0.043002778	0.135943026	0.080637466	0.107322109	0.170558442	0.184319698	0.4973962	0.147617062	0.113591535	0.121240548	0.1258446	0.099608366	0.0721896	0.118378082	0.189271741
HMDB0000812	0.022274229	0.041784722	0.02293222	0.027692127	0.053421462	0.026005195	0.044305184	0.0455714	0.024082654	0.028170866	0.022276592	0.0216426	0.025616732	0.008092	0.020054795	0.053859372
HMDB0000822	0.021724138	0.027520833	0.009578585	0.014917285	0.017852914	0.014402597	0.01235721	0.0098	0.026674313	0.021257677	0.012639765	0.0114268	0.012755253	0.0148904	0.021263014	0.008987441
HMDB0000824	0.090228857	0.150044444	0.086893517	0.109132851	0.181823867	0.139888312	0.1747295	0.075999	0.080669194	0.03837874	0.069866993	0.0745612	0.051889883	0.044205	0.085710959	0.094837678
HMDB0000826	0.048016697	0.049198611	0.050265226	0.046909502	0.059526549	0.047207792	0.058916117	0.0551894	0.047431469	0.065737992	0.048916357	0.0439026	0.046722957	0.0387492	0.062075342	0.041359277
HMDB0000828	0.225148457	0.392713889	0.195976621	0.276143348	0.468737095	0.289318182	0.545939303	0.3940594	0.205727014	0.30898248	0.200688149	0.246995	0.293637743	0.108486	0.221823288	0.533879543
HMDB0000840	0.000533575	2.23E-06	0.00047721	0.000387692	0.000543941	4.14E-06	2.77E-06	0.0007014	0.000578578	0.000633858	0.000464838	0.000002972	0.000494358	0.0005194	0.000001942	0.000472883
